id,neighborhood,lat,lon,waste_category,fill_level,status,last_emptied,capacity_kg
192306,E West,52.3876087,4.8789025,Rest,20,Open,2025-03-18,500
217156,N Noord,52.3909181,4.908892,Rest,38,Open,2025-03-15,500
27800,F Nieuw-West,52.355628,4.8134743,Rest,39,Open,2025-03-15,500
59649,E West,52.370085,4.8621208,Rest,41,Open,2025-03-15,500
214379,F Nieuw-West,52.3638082,4.8296006,Paper/Carton,33,Open,2025-03-16,500
188042,M Oost,52.3591838,4.9146725,Paper/Carton,56,Open,2025-03-13,500
214380,F Nieuw-West,52.3583551,4.7951345,Rest,35,Open,2025-03-16,500
47840,K Zuid,52.3505242,4.863568,Paper/Carton,56,Open,2025-03-13,500
81430,M Oost,52.3573687,4.9438999,Rest,47,Open,2025-03-14,500
47204,K Zuid,52.3439266,4.8628596,Glass,50,Open,2025-03-13,500
188900,K Zuid,52.339397,4.8979347,Paper/Carton,58,Open,2025-03-12,500
74804,F Nieuw-West,52.3659268,4.8429661,Glass,18,Open,2025-03-18,500
78842,E West,52.3570428,4.8558958,Rest,31,Open,2025-03-16,500
59833,E West,52.3613276,4.856124,Rest,21,Open,2025-03-18,500
189986,K Zuid,52.3426562,4.910483,Rest,48,Open,2025-03-14,500
73506,E West,52.3713826,4.8494418,Rest,48,Open,2025-03-14,500
193327,E West,52.380395,4.8689,Rest,38,Open,2025-03-15,500
28517,F Nieuw-West,52.3607554,4.7950138,Rest,27,Open,2025-03-17,500
106086,E West,52.3913987,4.8780454,Paper/Carton,29,Open,2025-03-16,500
193573,N Noord,52.418809,4.8844367,Rest,38,Open,2025-03-15,500
114542,M Oost,52.3631192,4.9360162,Glass,50,Open,2025-03-13,500
53315,N Noord,52.3884608,4.9193521,Glass,23,Open,2025-03-17,500
104487,M Oost,52.3539465,5.0005486,Rest,56,Open,2025-03-13,500
57691,E West,52.3610303,4.8634505,Paper/Carton,32,Open,2025-03-16,500
48570,K Zuid,52.332823,4.888752,Rest,61,Open,2025-03-12,500
59541,E West,52.3732155,4.8658666,Rest,22,Open,2025-03-17,500
48568,K Zuid,52.3328231,4.8887792,Rest,54,Open,2025-03-13,500
63967,F Nieuw-West,52.3587958,4.8214787,Glass,18,Open,2025-03-18,500
82266,M Oost,52.3568143,4.9159523,Rest,65,Open,2025-03-11,500
189634,K Zuid,52.3460776,4.8561243,Textiles,58,Open,2025-03-12,500
120273,N Noord,52.421115,4.9035556,Rest,40,Open,2025-03-15,500
81406,M Oost,52.3548594,4.9219416,Rest,68,Open,2025-03-11,500
105385,K Zuid,52.3505335,4.8879007,Rest,54,Open,2025-03-13,500
106070,E West,52.3913121,4.8780709,Textiles,38,Open,2025-03-15,500
190003,K Zuid,52.3425343,4.9125092,Rest,53,Open,2025-03-13,500
85446,M Oost,52.3550694,4.9207715,Rest,48,Open,2025-03-14,500
108718,M Oost,52.3564339,4.9926192,Rest,47,Open,2025-03-14,500
73952,K Zuid,52.3541534,4.9014526,Rest,46,Open,2025-03-14,500
81888,M Oost,52.3617739,4.9169282,Glass,53,Open,2025-03-13,500
49088,K Zuid,52.3463145,4.9065772,Rest,54,Open,2025-03-13,500
110916,F Nieuw-West,52.3657235,4.8309471,Rest,40,Open,2025-03-15,500
58677,K Zuid,52.3499552,4.875767,Rest,54,Open,2025-03-13,500
110917,F Nieuw-West,52.3657237,4.8309742,Rest,29,Open,2025-03-16,500
59551,E West,52.3747754,4.8643449,Glass,31,Open,2025-03-16,500
109598,F Nieuw-West,52.3821399,4.8068692,Paper/Carton,39,Open,2025-03-15,500
103585,E West,52.381211,4.8568689,Rest,34,Open,2025-03-16,500
216243,N Noord,52.4032348,4.939158,Rest,36,Open,2025-03-15,500
63964,F Nieuw-West,52.358796,4.8214475,Paper/Carton,43,Open,2025-03-14,500
82600,M Oost,52.3561093,4.9266244,Rest,53,Open,2025-03-13,500
211867,F Nieuw-West,52.3501105,4.7988817,Rest,25,Open,2025-03-17,500
58127,K Zuid,52.3518824,4.8627564,Rest,48,Open,2025-03-14,500
113134,F Nieuw-West,52.3793268,4.801296,Rest,20,Open,2025-03-18,500
217271,N Noord,52.3943722,4.9146823,Rest,39,Open,2025-03-15,500
114270,M Oost,52.363742,4.9339123,Rest,63,Open,2025-03-12,500
106092,E West,52.3913783,4.878051,Rest,42,Open,2025-03-15,500
47186,K Zuid,52.3475124,4.8635733,Glass,37,Open,2025-03-15,500
27799,F Nieuw-West,52.3556754,4.8134497,Rest,29,Open,2025-03-16,500
188040,M Oost,52.3591957,4.9146205,Glass,48,Open,2025-03-14,500
189987,K Zuid,52.3426402,4.9104885,Rest,50,Open,2025-03-13,500
172690,M Oost,52.3550783,4.920802,Paper/Carton,59,Open,2025-03-12,500
113135,F Nieuw-West,52.3793263,4.8012661,Rest,42,Open,2025-03-15,500
63947,F Nieuw-West,52.358774,4.8214473,Rest,29,Open,2025-03-16,500
47842,K Zuid,52.350579,4.8610129,Paper/Carton,52,Open,2025-03-13,500
47298,K Zuid,52.3505866,4.861045,Glass,37,Open,2025-03-15,500
57713,E West,52.3613033,4.8645487,Rest,41,Open,2025-03-15,500
81770,N Noord,52.388227,4.9086009,Rest,36,Open,2025-03-15,500
188577,E West,52.3810387,4.8713947,Rest,25,Open,2025-03-17,500
76927,T Zuidoost,52.3107176,4.9559792,Rest,36,Open,2025-03-15,500
115399,N Noord,52.3901765,4.9133385,Rest,29,Open,2025-03-16,500
101988,F Nieuw-West,52.3568785,4.8291463,Rest,37,Open,2025-03-15,500
91344,M Oost,52.3591144,4.9313655,Rest,66,Open,2025-03-11,500
49394,K Zuid,52.3429967,4.897152,Rest,47,Open,2025-03-14,500
10742,M Oost,52.3474106,4.9380141,Paper/Carton,64,Open,2025-03-12,500
188366,M Oost,52.3506268,4.9402916,Rest,69,Open,2025-03-11,500
201879,M Oost,52.3786914,4.9251797,Organic,56,Open,2025-03-13,500
85443,M Oost,52.3552648,4.9213854,Glass,51,Open,2025-03-13,500
57695,E West,52.361023,4.8634197,Rest,46,Open,2025-03-14,500
132505,E West,52.3831651,4.8544799,Rest,41,Open,2025-03-15,500
53465,N Noord,52.3891871,4.9093514,Paper/Carton,39,Open,2025-03-15,500
202824,K Zuid,52.3449947,4.899803,Rest,49,Open,2025-03-14,500
258719,S Weesp,52.3165155,5.0281211,Rest,56,Open,2025-03-13,500
12132,E West,52.39122,4.8906079,Rest,43,Open,2025-03-14,500
59383,E West,52.3602642,4.8553181,Rest,48,Open,2025-03-14,500
174124,A Centrum,52.3715648,4.9218582,Rest,25,Open,2025-03-17,500
125878,E West,52.392598,4.8859928,Rest,38,Open,2025-03-15,500
206982,N Noord,52.4078513,4.9291432,Rest,33,Open,2025-03-16,500
112483,M Oost,52.354439,4.9596575,Rest,66,Open,2025-03-11,500
258526,F Nieuw-West,52.3520434,4.8072101,Rest,28,Open,2025-03-17,500
125884,E West,52.3942332,4.8768421,Rest,46,Open,2025-03-14,500
258791,S Weesp,52.3098632,5.0356053,Paper/Carton,62,Open,2025-03-12,500
74732,E West,52.3798465,4.8408052,Rest,21,Open,2025-03-18,500
104766,M Oost,52.3594047,4.9425676,Rest,54,Open,2025-03-13,500
112472,M Oost,52.3544234,4.9596357,Rest,54,Open,2025-03-13,500
60055,E West,52.3589095,4.8526802,Rest,41,Open,2025-03-15,500
113651,M Oost,52.3659705,4.9372587,Glass,58,Open,2025-03-12,500
59771,E West,52.3673609,4.853452,Paper/Carton,30,Open,2025-03-16,500
258369,S Weesp,52.3098679,5.0356033,Rest,57,Open,2025-03-13,500
12128,E West,52.3911881,4.8906221,Rest,39,Open,2025-03-15,500
12130,E West,52.3912039,4.8906148,Rest,20,Open,2025-03-18,500
172781,N Noord,52.4136337,4.8697542,Paper/Carton,36,Open,2025-03-15,500
136767,E West,52.3772519,4.858591,Paper/Carton,18,Open,2025-03-18,500
258367,S Weesp,52.3095775,5.0359903,Rest,54,Open,2025-03-13,500
125880,E West,52.3942035,4.8768833,Rest,25,Open,2025-03-17,500
258524,F Nieuw-West,52.3520373,4.8071745,Rest,43,Open,2025-03-14,500
107708,E West,52.3658769,4.8608713,Rest,46,Open,2025-03-14,500
59981,E West,52.3627123,4.8498899,Glass,41,Open,2025-03-15,500
54109,E West,52.3598905,4.8499853,Rest,38,Open,2025-03-15,500
258371,S Weesp,52.3098701,5.035614,Rest,61,Open,2025-03-12,500
58033,K Zuid,52.3485778,4.8485082,Rest,47,Open,2025-03-14,500
109900,F Nieuw-West,52.3751039,4.8113652,Rest,43,Open,2025-03-14,500
103760,E West,52.3814341,4.8556505,Rest,21,Open,2025-03-18,500
112480,M Oost,52.3544529,4.9596756,Glass,49,Open,2025-03-14,500
74727,E West,52.3798424,4.8408306,Rest,36,Open,2025-03-15,500
260868,N Noord,52.4057467,4.9010447,Rest,30,Open,2025-03-16,500
139515,F Nieuw-West,52.3751309,4.8113666,Paper/Carton,39,Open,2025-03-15,500
103360,E West,52.3795118,4.8391895,Paper/Carton,23,Open,2025-03-17,500
54009,E West,52.3762259,4.8761523,Rest,18,Open,2025-03-18,500
74738,E West,52.3798359,4.8408709,Paper/Carton,44,Open,2025-03-14,500
146448,E West,52.3848789,4.8735504,Rest,39,Open,2025-03-15,500
82276,M Oost,52.3574904,4.9206293,Rest,63,Open,2025-03-12,500
106938,M Oost,52.3654561,4.9379611,Paper/Carton,62,Open,2025-03-12,500
110202,E West,52.3741844,4.8460221,Paper/Carton,44,Open,2025-03-14,500
103297,E West,52.3709667,4.8722192,Rest,30,Open,2025-03-16,500
59333,E West,52.359449,4.8512867,Rest,29,Open,2025-03-16,500
59985,E West,52.3626934,4.8498907,Rest,47,Open,2025-03-14,500
112280,M Oost,52.3654925,4.9379591,Rest,67,Open,2025-03-11,500
49472,K Zuid,52.3450611,4.8967594,Rest,57,Open,2025-03-13,500
198446,S Weesp,52.3141633,5.0369615,Organic,69,Open,2025-03-11,500
134217,N Noord,52.4021016,4.8928658,Glass,15,Open,2025-03-18,500
258355,S Weesp,52.3100405,5.0328493,Rest,60,Open,2025-03-12,500
190029,K Zuid,52.3411679,4.9060288,Rest,62,Open,2025-03-12,500
200053,S Weesp,52.3100025,5.0387971,Rest,62,Open,2025-03-12,500
110904,F Nieuw-West,52.3667701,4.8285918,Rest,35,Open,2025-03-16,500
258516,F Nieuw-West,52.3529505,4.8098127,Paper/Carton,43,Open,2025-03-14,500
59385,E West,52.3602885,4.8553344,Rest,45,Open,2025-03-14,500
104784,F Nieuw-West,52.3764343,4.8233923,Rest,42,Open,2025-03-15,500
199270,S Weesp,52.3150559,5.0292934,Organic,69,Open,2025-03-11,500
258400,S Weesp,52.3141758,5.0369752,Rest,55,Open,2025-03-13,500
74547,F Nieuw-West,52.3764287,4.823342,Rest,24,Open,2025-03-17,500
118779,T Zuidoost,52.3217232,4.952318,Rest,25,Open,2025-03-17,500
73279,F Nieuw-West,52.3767687,4.8221363,Rest,31,Open,2025-03-16,500
78840,E West,52.3617983,4.8756741,Rest,32,Open,2025-03-16,500
131554,T Zuidoost,52.3217052,4.9523093,Rest,33,Open,2025-03-16,500
191106,K Zuid,52.3411828,4.9060223,Rest,54,Open,2025-03-13,500
59957,E West,52.3738367,4.856822,Rest,45,Open,2025-03-14,500
58069,K Zuid,52.3508945,4.8505285,Rest,61,Open,2025-03-12,500
119691,F Nieuw-West,52.3516662,4.808561,Paper/Carton,37,Open,2025-03-15,500
260720,S Weesp,52.3132838,5.0388097,Rest,54,Open,2025-03-13,500
104646,F Nieuw-West,52.376422,4.8233869,Rest,21,Open,2025-03-18,500
74761,E West,52.3798269,4.8409554,Textiles,19,Open,2025-03-18,500
134221,N Noord,52.4021269,4.8928151,Rest,32,Open,2025-03-16,500
78390,E West,52.369091,4.8721278,Rest,32,Open,2025-03-16,500
108092,K Zuid,52.3544245,4.8764398,Rest,62,Open,2025-03-12,500
258518,F Nieuw-West,52.3529638,4.8098466,Rest,21,Open,2025-03-18,500
60073,E West,52.3587475,4.8506332,Rest,47,Open,2025-03-14,500
258816,S Weesp,52.3144201,5.0371318,Rest,62,Open,2025-03-12,500
196673,A Centrum,52.3645916,4.8867001,Paper/Carton,26,Open,2025-03-17,500
134219,N Noord,52.4021143,4.8928406,Rest,31,Open,2025-03-16,500
258528,F Nieuw-West,52.3518072,4.8060357,Rest,34,Open,2025-03-16,500
133462,F Nieuw-West,52.3767786,4.8221367,Glass,19,Open,2025-03-18,500
64546,F Nieuw-West,52.3764405,4.8233478,Paper/Carton,43,Open,2025-03-14,500
258262,S Weesp,52.3109331,5.0334967,Rest,58,Open,2025-03-12,500
110903,F Nieuw-West,52.3667697,4.8285657,Rest,24,Open,2025-03-17,500
124214,E West,52.3927626,4.8796222,Rest,47,Open,2025-03-14,500
28433,F Nieuw-West,52.3598829,4.7987244,Paper/Carton,41,Open,2025-03-15,500
103303,E West,52.3709667,4.8722192,Rest,28,Open,2025-03-17,500
260549,S Weesp,52.3160321,5.0288625,Rest,62,Open,2025-03-12,500
201129,N Noord,52.3976462,4.9496291,Rest,32,Open,2025-03-16,500
119753,E West,52.3841256,4.8569194,Paper/Carton,38,Open,2025-03-15,500
103274,E West,52.3784581,4.8622878,Rest,39,Open,2025-03-15,500
49498,K Zuid,52.3448582,4.8955477,Rest,58,Open,2025-03-12,500
113655,M Oost,52.3659347,4.9372604,Rest,68,Open,2025-03-11,500
188528,E West,52.3838581,4.8797515,Rest,28,Open,2025-03-17,500
258721,S Weesp,52.314987,5.0293332,Glass,50,Open,2025-03-13,500
59335,E West,52.3594493,4.8513183,Textiles,40,Open,2025-03-15,500
60053,E West,52.3589088,4.8526487,Rest,33,Open,2025-03-16,500
125876,E West,52.3926167,4.8860014,Rest,36,Open,2025-03-15,500
83092,M Oost,52.3585016,4.9420274,Rest,55,Open,2025-03-13,500
113653,M Oost,52.3659525,4.937258,Paper/Carton,48,Open,2025-03-14,500
258197,S Weesp,52.3150242,5.0293148,Rest,59,Open,2025-03-12,500
258379,S Weesp,52.3092069,5.0358591,Paper/Carton,56,Open,2025-03-13,500
188190,M Oost,52.3396718,4.9251098,Paper/Carton,54,Open,2025-03-13,500
28435,F Nieuw-West,52.3598768,4.7986934,Rest,38,Open,2025-03-15,500
85803,M Oost,52.3648305,4.9356463,Paper/Carton,58,Open,2025-03-12,500
106906,M Oost,52.3654031,4.9336989,Paper/Carton,58,Open,2025-03-12,500
112279,M Oost,52.3654739,4.9379601,Rest,56,Open,2025-03-13,500
258377,S Weesp,52.3092069,5.0358591,Rest,58,Open,2025-03-12,500
119508,F Nieuw-West,52.3751149,4.8113874,Rest,28,Open,2025-03-17,500
258720,S Weesp,52.3150322,5.0293115,Rest,62,Open,2025-03-12,500
106905,M Oost,52.3654135,4.9336717,Glass,50,Open,2025-03-13,500
59983,E West,52.3626746,4.8498916,Rest,38,Open,2025-03-15,500
258375,S Weesp,52.3092069,5.0358591,Rest,56,Open,2025-03-13,500
10956,E West,52.3830656,4.8635288,Paper/Carton,42,Open,2025-03-15,500
106908,M Oost,52.3653889,4.9337515,Rest,54,Open,2025-03-13,500
258722,S Weesp,52.3150036,5.0293254,Paper/Carton,55,Open,2025-03-13,500
90905,K Zuid,52.3448615,4.8955739,Rest,62,Open,2025-03-12,500
74729,E West,52.3798406,4.8408471,Rest,39,Open,2025-03-15,500
82278,M Oost,52.3574972,4.9206575,Rest,58,Open,2025-03-12,500
125874,E West,52.3925792,4.8859845,Rest,47,Open,2025-03-14,500
107913,F Nieuw-West,52.3751188,4.8113404,Rest,34,Open,2025-03-16,500
112470,M Oost,52.3544345,4.9596143,Rest,49,Open,2025-03-14,500
74734,E West,52.3798326,4.8408937,Glass,33,Open,2025-03-16,500
195624,E West,52.3946267,4.8789501,Rest,37,Open,2025-03-15,500
258718,S Weesp,52.3165378,5.0281166,Rest,61,Open,2025-03-12,500
104765,M Oost,52.3594082,4.9425968,Rest,66,Open,2025-03-11,500
105391,K Zuid,52.3614335,4.8821092,Rest,49,Open,2025-03-14,500
59583,E West,52.3657659,4.8532504,Paper/Carton,21,Open,2025-03-18,500
192384,E West,52.3900467,4.8843374,Rest,45,Open,2025-03-14,500
59543,E West,52.3735256,4.8647741,Paper/Carton,29,Open,2025-03-16,500
200645,E West,52.3766176,4.861626,Rest,28,Open,2025-03-17,500
114385,M Oost,52.3624643,4.9327119,Rest,47,Open,2025-03-14,500
47292,K Zuid,52.3548878,4.8475699,Glass,47,Open,2025-03-14,500
102010,F Nieuw-West,52.3574481,4.829845,Paper/Carton,31,Open,2025-03-16,500
194979,N Noord,52.3930673,4.9389888,Rest,38,Open,2025-03-15,500
188432,M Oost,52.3524323,4.9447669,Paper/Carton,48,Open,2025-03-14,500
82306,M Oost,52.3434978,4.9481095,Rest,63,Open,2025-03-12,500
184870,K Zuid,52.3549047,4.8476071,Textiles,46,Open,2025-03-14,500
49740,K Zuid,52.3488361,4.9038992,Rest,50,Open,2025-03-13,500
111806,T Zuidoost,52.3178183,4.9443148,Glass,33,Open,2025-03-16,500
202446,A Centrum,52.3697166,4.9328902,Rest,25,Open,2025-03-17,500
202444,A Centrum,52.3696787,4.9328889,Glass,21,Open,2025-03-18,500
114380,M Oost,52.362468,4.9327424,Glass,55,Open,2025-03-13,500
48478,K Zuid,52.3311152,4.8887512,Rest,53,Open,2025-03-13,500
113667,E West,52.3838062,4.8722245,Rest,46,Open,2025-03-14,500
82308,M Oost,52.3434833,4.9481337,Rest,64,Open,2025-03-12,500
48470,K Zuid,52.3311308,4.8887259,Rest,47,Open,2025-03-14,500
73742,K Zuid,52.3614279,4.8821222,Rest,60,Open,2025-03-12,500
82236,M Oost,52.3599403,4.9145738,Rest,68,Open,2025-03-11,500
109094,F Nieuw-West,52.3808944,4.7970181,Rest,44,Open,2025-03-14,500
116603,T Zuidoost,52.3177988,4.9442583,Rest,25,Open,2025-03-17,500
114387,M Oost,52.3624588,4.9326834,Rest,52,Open,2025-03-13,500
49738,K Zuid,52.3488512,4.9040058,Paper/Carton,62,Open,2025-03-12,500
113417,M Oost,52.3632976,4.9403699,Paper/Carton,59,Open,2025-03-12,500
82216,M Oost,52.3633283,4.9403288,Rest,69,Open,2025-03-11,500
59545,E West,52.3735408,4.864769,Rest,41,Open,2025-03-15,500
193789,K Zuid,52.3465424,4.8878152,Rest,52,Open,2025-03-13,500
58053,K Zuid,52.3548884,4.8476365,Rest,51,Open,2025-03-13,500
118976,F Nieuw-West,52.3800594,4.8351933,Rest,36,Open,2025-03-15,500
58611,K Zuid,52.352211,4.8600098,Rest,59,Open,2025-03-12,500
195072,M Oost,52.3541282,4.9089461,Paper/Carton,58,Open,2025-03-12,500
195084,M Oost,52.3541423,4.9089317,Rest,63,Open,2025-03-12,500
59549,E West,52.373583,4.8647531,Rest,47,Open,2025-03-14,500
118977,F Nieuw-West,52.3800622,4.8351776,Rest,25,Open,2025-03-17,500
195076,M Oost,52.3541316,4.9089427,Rest,62,Open,2025-03-12,500
53895,K Zuid,52.3522297,4.859998,Rest,56,Open,2025-03-13,500
184624,A Centrum,52.3697974,4.889674,Rest,40,Open,2025-03-15,500
188431,M Oost,52.3524348,4.9447297,Glass,45,Open,2025-03-14,500
125502,M Oost,52.3463649,5.0115298,Rest,59,Open,2025-03-12,500
188410,M Oost,52.351019,4.938787,Rest,47,Open,2025-03-14,500
118455,K Zuid,52.3548879,4.8476023,Paper/Carton,59,Open,2025-03-12,500
48476,K Zuid,52.3311155,4.8887258,Rest,49,Open,2025-03-14,500
81988,M Oost,52.3434427,4.9481994,Paper/Carton,47,Open,2025-03-14,500
123770,M Oost,52.3463506,5.0115486,Organic,80,Closed,2025-03-09,500
124216,M Oost,52.3463796,5.0114984,Rest,53,Open,2025-03-13,500
81840,M Oost,52.343455,4.9481776,Glass,49,Open,2025-03-14,500
73504,E West,52.371929,4.8494681,Rest,34,Open,2025-03-16,500
48480,K Zuid,52.3311311,4.8887513,Rest,51,Open,2025-03-13,500
62613,K Zuid,52.354905,4.8500668,Rest,54,Open,2025-03-13,500
47262,K Zuid,52.3522439,4.8599843,Glass,40,Open,2025-03-15,500
184620,A Centrum,52.369694,4.8896214,Rest,27,Open,2025-03-17,500
184618,A Centrum,52.3696877,4.8896167,Paper/Carton,36,Open,2025-03-15,500
49744,K Zuid,52.3488458,4.9039708,Rest,57,Open,2025-03-13,500
49742,K Zuid,52.348841,4.9039346,Rest,54,Open,2025-03-13,500
16298,A Centrum,52.3840153,4.8913842,Rest,42,Open,2025-03-15,500
104225,E West,52.3728554,4.8592383,Rest,31,Open,2025-03-16,500
193487,N Noord,52.3888314,4.921722,Rest,34,Open,2025-03-16,500
191405,K Zuid,52.3436844,4.9017417,Rest,48,Open,2025-03-14,500
